season,player,team,votes
2007,Des Headland,Dockers,8
2007,Jordan Lewis,Hawks,8
2007,Paul Chapman,Cats,8
2007,Brad Sewell,Hawks,8
2007,Shannon Grant,Kangaroos,8
2007,Scott West,Bulldogs,8
2007,Brendon Lade,Power,8
2007,Paul Hasleby,Dockers,7
2007,Robert Harvey,Saints,7
2007,Heath Shaw,Magpies,7
2007,Damien Peverill,Bombers,7
2007,Peter Burgoyne,Power,7
2007,Fraser Gehrig,Saints,6
2007,James Kelly,Cats,6
2007,James McDonald,Demons,6
2007,Quinten Lynch,Eagles,6
2007,Jude Bolton,Swans,6
2007,David Rodan,Power,6
2007,Matthew Boyd,Bulldogs,6
2007,Matthew Richardson,Tigers,6
2007,Adam McPhee,Bombers,6
2007,Shane Crawford,Hawks,6
2007,Adam Selwood,Eagles,5
2007,Jobe Watson,Bombers,5
2007,Peter Everitt,Swans,5
2007,Rhyce Shaw,Magpies,5
2007,Danyle Pearce,Power,5
2007,Graham Polak,Tigers,5
2007,Chris Newman,Tigers,5
2007,Drew Petrie,Kangaroos,5
2007,Nathan Jones,Demons,5
2007,Brent Stanton,Bombers,5
2007,Corey Jones,Kangaroos,5
2007,Amon Buchanan,Swans,5
2007,Cameron Bruce,Demons,5
2007,Tyson Edwards,Crows,5
2007,Brett Deledio,Tigers,5
2007,David Wojcinski,Cats,5
2007,Nathan Bassett,Crows,5
2007,Lance Franklin,Hawks,5
2007,Brady Rawlings,Kangaroos,4
2007,Hamish McIntosh,Kangaroos,4
2007,Dean Solomon,Dockers,4
2007,Ashley Hansen,Eagles,4
2007,Dale Thomas,Magpies,4
2007,Travis Johnstone,Demons,4
2007,Ben Cousins,Eagles,4
2007,Michael Wilson,Power,4
2007,Kayne Pettifer,Tigers,4
2007,Matthew Rosa,Eagles,4
2007,Ben Rutten,Crows,4
2007,Nigel Lappin,Lions,4
2007,Mark Johnson,Bombers,4
2007,Daniel Harris,Kangaroos,4
2007,Jarrad Waite,Blues,4
2007,Brock McLean,Demons,3
2007,Michael Braun,Eagles,3
2007,Nick Stevens,Blues,3
2007,Daniel Motlop,Power,3
2007,Nathan Foley,Tigers,3
2007,Ben McGlynn,Hawks,3
2007,Barry Hall,Swans,3
2007,Damon White,Power,3
2007,Nic Fosdike,Swans,3
2007,Jacob Surjan,Power,3
2007,Brad Green,Demons,3
2007,Chance Bateman,Hawks,3
2007,Robert Murphy,Bulldogs,3
2007,Russell Robertson,Demons,3
2007,Tadhg Kennelly,Swans,3
2007,James Walker,Dockers,3
2007,Brendan Fevola,Blues,3
2007,Matthew Bate,Demons,3
2007,Matthew Scarlett,Cats,3
2007,Daniel Bell,Demons,3
2007,Josh Carr,Dockers,3
2007,Dean Cox,Eagles,3
2007,Ben Johnson,Magpies,3
2007,Antoni Grover,Dockers,3
2007,Travis Cloke,Magpies,3
2007,Kade Simpson,Blues,3
2007,Troy Chaplin,Power,3
2007,Luke Ball,Saints,3
2007,Nathan Bock,Crows,3
2007,Brian Lake,Bulldogs,2
2007,Rhan Hooper,Lions,2
2007,Paul Wheatley,Demons,2
2007,Tom Harley,Cats,2
2007,Grant Birchall,Hawks,2
2007,Shannon Byrnes,Cats,2
2007,Alwyn Davey,Bombers,2
2007,Ben Holland,Demons,2
2007,Mark Ricciuto,Crows,2
2007,Joel Patfull,Lions,2
2007,Xavier Clarke,Saints,2
2007,Clinton Young,Hawks,2
2007,Aaron Sandilands,Dockers,2
2007,Mark Blake,Cats,2
2007,Ryan O'Keefe,Swans,2
2007,Joel Selwood,Cats,2
2007,Robert Shirley,Crows,2
2007,Jason Gram,Saints,2
2007,Michael Rischitelli,Lions,2
2007,Dustin Fletcher,Bombers,2
2007,Andrew Walker,Blues,2
2007,Daniel Gilmore,Dockers,2
2007,Ashley McGrath,Lions,2
2007,Lindsay Thomas,Kangaroos,2
2007,Nathan Brown,Demons,2
2007,Luke Power,Lions,2
2007,Luke McPharlin,Dockers,2
2007,Nathan Eagleton,Bulldogs,2
2007,Andrew Mackie,Cats,2
2007,Shane Tuck,Tigers,2
2007,Richard Tambling,Tigers,2
2007,Jarryd Roughead,Hawks,2
2007,Daniel Cross,Bulldogs,2
2007,Jason Porplyzia,Crows,2
2007,Adam Campbell,Dockers,2
2007,Jeff Farmer,Dockers,2
2007,Campbell Brown,Hawks,2
2007,Jay Nash,Bombers,2
2007,Darren Glass,Eagles,2
2007,Jed Adcock,Lions,2
2007,Domenic Cassisi,Power,2
2007,Heath Black,Dockers,2
2007,Rowan Jones,Eagles,2
2007,Aaron Davey,Demons,2
2007,Jarrad McVeigh,Swans,1
2007,Luke Ablett,Swans,1
2007,Darren Jolly,Swans,1
2007,Roger Hayden,Dockers,1
2007,Matthew Leuenberger,Lions,1
2007,Jason Roe,Lions,1
2007,Ian Perrie,Crows,1
2007,Jess Sinclair,Kangaroos,1
2007,Jason Akermanis,Bulldogs,1
2007,Cameron Ling,Cats,1
2007,Cameron Mooney,Cats,1
2007,James Gwilt,Saints,1
2007,Nathan Lonie,Power,1
2007,Tim Notting,Lions,1
2007,Nick Davis,Swans,1
2007,Kane Johnson,Tigers,1
2007,Matthew Egan,Cats,1
2007,Adam Bentick,Blues,1
2007,Anthony Rocca,Magpies,1
2007,Brett Ebert,Power,1
2007,Scott Pendlebury,Magpies,1
2007,Craig Bolton,Swans,1
2007,Troy Selwood,Lions,1
2007,Glenn Archer,Kangaroos,1
2007,Michael Pettigrew,Power,1
2007,Scott Welsh,Crows,1
2007,Jonathon Griffin,Crows,1
2007,Scott Stevens,Crows,1
2007,Adam Hunter,Eagles,1
2007,Robert Copeland,Lions,1
2007,Jamie Charman,Lions,1
2007,Shannon Hurn,Eagles,1
2007,James Clement,Magpies,1
2007,Scott Burns,Magpies,1
2007,Graham Johncock,Crows,1
2007,Michael O'Loughlin,Swans,1
2007,Shaun Higgins,Bulldogs,1
2008,Adam Cooney W,Bulldogs,24
2008,Simon Black,Lions,23
2008,Matthew Richardson,Tigers,22
2008,Gary Ablett,Cats,22
2008,Adam Goodes,Swans,21
2008,Lance Franklin,Hawks,20
2008,Joel Selwood,Cats,19
2008,Matthew Pavlich,Dockers,17
2008,Brent Harvey,Kangaroos,17
2008,Brad Sewell,Hawks,16
2008,Chris Judd,Blues,16
2008,Sam Mitchell,Hawks,15
2008,Lenny Hayes,Saints,15
2008,Joel Corey,Cats,15
2008,Scott Thompson,Crows,15
2008,Mark McVeigh,Bombers,13
2008,Paul Medhurst,Magpies,12
2008,Matthew Boyd,Bulldogs,12
2008,Nick Riewoldt,Saints,12
2008,Brett Kirk,Swans,12
2008,Dane Swan,Magpies,12
2008,Daniel Cross,Bulldogs,12
2008,Steve Johnson,Cats,11
2008,Drew Petrie,Kangaroos,11
2008,Brendan Fevola,Blues,11
2008,Marc Murphy,Blues,11
2008,Luke Power,Lions,11
2008,Nick Stevens,Blues,10
2008,Daniel Motlop,Power,10
2008,Aaron Sandilands,Dockers,10
2008,Ryan O'Keefe,Swans,10
2008,Jimmy Bartel,Cats,10
2008,Jonathan Brown,Lions,10
2008,Tyson Edwards,Crows,10
2008,Ryan Griffen,Bulldogs,10
2008,Nathan Foley,Tigers,9
2008,Cameron Ling,Cats,9
2008,Steven Salopek,Power,9
2008,Jordan Lewis,Hawks,9
2008,Chance Bateman,Hawks,9
2008,Leigh Montagna,Saints,9
2008,Bernie Vince,Crows,8
2008,David Hale,Kangaroos,8
2008,Brett Deledio,Tigers,8
2008,Adam Simpson,Kangaroos,7
2008,Daniel Bradshaw,Lions,7
2008,Tom Harley,Cats,7
2008,David Rodan,Power,7
2008,Scott Pendlebury,Magpies,7
2008,Bryce Gibbs,Blues,7
2008,Stephen Milne,Saints,7
2008,Daniel Kerr,Eagles,7
2008,Jared Brennan,Lions,7
2008,Jarryd Roughead,Hawks,7
2008,Jason Porplyzia,Crows,7
2008,Rhys Palmer,Dockers,7
2008,Leon Davis,Magpies,6
2008,Nathan Van Berlo,Crows,6
2008,Paul Chapman,Cats,6
2008,Shaun Burgoyne,Power,6
2008,Luke Ball,Saints,6
2008,Nathan Bock,Crows,6
2008,Brendon Goddard,Saints,6
2008,Paul Wheatley,Demons,5
2008,Brock McLean,Demons,5
2008,Jobe Watson,Bombers,5
2008,Jason Akermanis,Bulldogs,5
2008,Heath Shaw,Magpies,5
2008,Jude Bolton,Swans,5
2008,Jarred Moore,Swans,5
2008,Craig Bolton,Swans,5
2008,Matthew Priddis,Eagles,5
2008,Matthew Lloyd,Bombers,5
2008,David Hille,Bombers,5
2008,Jason Gram,Saints,5
2008,Simon Goodwin,Crows,5
2008,Brent Stanton,Bombers,5
2008,Angus Monfries,Bombers,5
2008,Joel Bowden,Tigers,5
2008,Shane Tuck,Tigers,5
2008,Travis Cloke,Magpies,5
2008,Jarrad Waite,Blues,5
2008,Jarrad McVeigh,Swans,4
2008,Andrew McLeod,Crows,4
2008,Quinten Lynch,Eagles,4
2008,Chris Knights,Crows,4
2008,Danyle Pearce,Power,4
2008,Jake King,Tigers,4
2008,Barry Hall,Swans,4
2008,Brett Ebert,Power,4
2008,Robert Murphy,Bulldogs,4
2008,Brett Burton,Crows,4
2008,Cale Morton,Demons,4
2008,Domenic Cassisi,Power,4
2008,Dean Brogan,Power,3
2008,Michael Braun,Eagles,3
2008,Robert Harvey,Saints,3
2008,Cameron Mooney,Cats,3
2008,Mitch Hahn,Bulldogs,3
2008,Anthony Rocca,Magpies,3
2008,Clinton Young,Hawks,3
2008,Chris Newman,Tigers,3
2008,Nathan Brown,Tigers,3
2008,Daniel Giansiracusa,Bulldogs,3
2008,Brad Green,Demons,3
2008,Robert Shirley,Crows,3
2008,Tadhg Kennelly,Swans,3
2008,Byron Schammer,Dockers,3
2008,Corey Jones,Kangaroos,3
2008,Justin Koschitzke,Saints,3
2008,Mark Williams,Hawks,3
2008,Peter Bell,Dockers,3
2008,Peter Burgoyne,Power,3
2008,Luke McPharlin,Dockers,3
2008,Andrew Mackie,Cats,3
2008,Alan Didak,Magpies,3
2008,Kane Cornes,Power,3
2008,Dean Cox,Eagles,3
2008,Tarkyn Lockyer,Magpies,3
2008,Nick Dal Santo,Saints,3
2008,Sam Fisher,Saints,3
2008,Scott West,Bulldogs,3
2008,Mark Johnson,Dockers,2
2008,Brian Lake,Bulldogs,2
2008,Michael Johnson,Dockers,2
2008,Darren Jolly,Swans,2
2008,Roger Hayden,Dockers,2
2008,Brady Rawlings,Kangaroos,2
2008,Des Headland,Dockers,2
2008,Rhyce Shaw,Magpies,2
2008,Nick Gill,Crows,2
2008,Lindsay Gilbee,Bulldogs,2
2008,Cyril Rioli,Hawks,2
2008,Travis Johnstone,Lions,2
2008,Brett Peake,Dockers,2
2008,Patrick Veszpremi,Swans,2
2008,Nathan Thompson,Kangaroos,2
2008,Max Hudghton,Saints,2
2008,Simon Wiggins,Blues,2
2008,Travis Boak,Power,2
2008,Heath Scotland,Blues,2
2008,Ben McKinley,Eagles,2
2008,Andrew Lovett,Bombers,2
2008,Mark Lecras,Eagles,2
2008,Josh Fraser,Magpies,2
2008,Jonathon Griffin,Crows,2
2008,Shannon Grant,Kangaroos,2
2008,Daniel Wells,Kangaroos,2
2008,Luke Hodge,Hawks,2
2008,Ben Rutten,Crows,2
2008,Amon Buchanan,Swans,2
2008,Kieren Jack,Swans,2
2008,Matthew Scarlett,Cats,2
2008,Cameron Bruce,Demons,2
2008,Corey Enright,Cats,2
2008,Tom Hawkins,Cats,2
2008,Nathan Eagleton,Bulldogs,2
2008,Jordan McMahon,Tigers,2
2008,Trent Cotchin,Tigers,2
2008,Antoni Grover,Dockers,2
2008,Chris Masten,Eagles,2
2008,Jeff Farmer,Dockers,2
2008,Scott Burns,Magpies,2
2008,Anthony Corrie,Lions,2
2008,Darren Glass,Eagles,2
2008,Matthew Kreuzer,Blues,1
2008,Michael Osborne,Hawks,1
2008,Rhan Hooper,Lions,1
2008,Warren Tredrea,Power,1
2008,Christopher Johnson,Demons,1
2008,Clayton Hinkley,Dockers,1
2008,Jeff White,Demons,1
2008,Andrew Welsh,Bombers,1
2008,Daniel Pratt,Kangaroos,1
2008,Andrew Carrazzo,Blues,1
2008,Bachar Houli,Bombers,1
2008,Chad Fletcher,Eagles,1
2008,Graham Polak,Tigers,1
2008,Dale Morris,Bulldogs,1
2008,Adam Bentick,Blues,1
2008,Xavier Ellis,Hawks,1
2008,Shane O'Bree,Magpies,1
2008,Jack Riewoldt,Tigers,1
2008,Heritier Lumumba,Magpies,1
2008,Daniel Jackson,Tigers,1
2008,Adam McPhee,Bombers,1
2008,Adem Yze,Demons,1
2008,Stuart Dew,Hawks,1
2008,Adam Schneider,Saints,1
2008,Troy Simmonds,Tigers,1
2008,Dustin Fletcher,Bombers,1
2008,Lindsay Thomas,Kangaroos,1
2008,Matthew Bate,Demons,1
2008,Chris Bryan,Magpies,1
2008,Daniel Harris,Kangaroos,1
2008,Matt Campbell,Kangaroos,1
2008,Max Rooke,Cats,1
2008,Simon Buckley,Demons,1
2008,Jamie Charman,Lions,1
2008,Trent Croad,Hawks,1
2008,Richard Tambling,Tigers,1
2008,Cameron Cloke,Blues,1
2008,Campbell Brown,Hawks,1
2008,Jay Nash,Bombers,1
2008,Michael O'Loughlin,Swans,1
2008,Jed Adcock,Lions,1
2008,Josh Drummond,Lions,1
2008,Brendon Lade,Power,1
2008,Shane Edwards,Tigers,1
2009,Gary Ablett W,Cats,30
2009,Chris Judd,Blues,22
2009,Lenny Hayes,Saints,20
2009,Simon Black,Lions,19
2009,Jonathan Brown,Lions,19
2009,Adam Goodes,Swans,17
2009,Nick Dal Santo,Saints,17
2009,Joel Selwood,Cats,16
2009,Nick Riewoldt,Saints,15
2009,Marc Murphy,Blues,15
2009,Bryce Gibbs,Blues,15
2009,Matthew Boyd,Bulldogs,14
2009,Brendon Goddard,Saints,14
2009,Sam Mitchell,Hawks,13
2009,Bernie Vince,Crows,13
2009,Brad Sewell,Hawks,13
2009,Scott Pendlebury,Magpies,13
2009,Jimmy Bartel,Cats,13
2009,Leigh Montagna,Saints,13
2009,Paul Chapman,Cats,12
2009,Dane Swan,Magpies,12
2009,Alan Didak,Magpies,12
2009,Ryan O'Keefe,Swans,11
2009,Brett Kirk,Swans,11
2009,Brendan Fevola,Blues,11
2009,Justin Koschitzke,Saints,11
2009,Shaun Higgins,Bulldogs,11
2009,Scott Thompson,Crows,11
2009,Jarrad McVeigh,Swans,10
2009,Leon Davis,Magpies,10
2009,Jobe Watson,Bombers,10
2009,Jason Akermanis,Bulldogs,10
2009,Jason Winderlich,Bombers,10
2009,Aaron Sandilands,Dockers,10
2009,Matthew Pavlich,Dockers,10
2009,Brent Harvey,Kangaroos,9
2009,Mark Lecras,Eagles,9
2009,Luke Power,Lions,9
2009,Mitchell Clark,Lions,8
2009,Brent Stanton,Bombers,8
2009,Daniel Cross,Bulldogs,8
2009,Adam Simpson,Kangaroos,7
2009,Brian Lake,Bulldogs,7
2009,Warren Tredrea,Power,7
2009,Andrew McLeod,Crows,7
2009,Andrew Swallow,Kangaroos,7
2009,Paul Hasleby,Dockers,7
2009,Joel Corey,Cats,7
2009,David Rodan,Power,7
2009,Matthew Priddis,Eagles,7
2009,Luke Hodge,Hawks,7
2009,Kurt Tippett,Crows,7
2009,Tyson Edwards,Crows,7
2009,Michael Doughty,Crows,6
2009,Rhyce Shaw,Swans,6
2009,Steve Johnson,Cats,6
2009,Matthew Richardson,Tigers,6
2009,Josh Fraser,Magpies,6
2009,Daniel Rich,Lions,6
2009,Simon Goodwin,Crows,6
2009,Daniel Kerr,Eagles,6
2009,Aaron Davey,Demons,6
2009,Robbie Gray,Power,6
2009,Colin Sylvia,Demons,5
2009,Heath Shaw,Magpies,5
2009,Chris Knights,Crows,5
2009,Michael Gardiner,Saints,5
2009,Travis Johnstone,Lions,5
2009,Ben Cousins,Tigers,5
2009,Travis Boak,Power,5
2009,Brett Ebert,Power,5
2009,Farren Ray,Saints,5
2009,Craig Bolton,Swans,5
2009,Patrick Ryder,Bombers,5
2009,Daniel Giansiracusa,Bulldogs,5
2009,Daniel Jackson,Tigers,5
2009,Andrew Lovett,Bombers,5
2009,Drew Petrie,Kangaroos,5
2009,Dustin Fletcher,Bombers,5
2009,Brent Moloney,Demons,5
2009,Brett Deledio,Tigers,5
2009,Richard Tambling,Tigers,5
2009,Shannon Hurn,Eagles,5
2009,Dean Cox,Eagles,5
2009,Kade Simpson,Blues,5
2009,Dayne Beams,Magpies,5
2009,Domenic Cassisi,Power,5
2009,Dean Brogan,Power,4
2009,Adam Selwood,Eagles,4
2009,Nathan Foley,Tigers,4
2009,Hamish McIntosh,Kangaroos,4
2009,Danyle Pearce,Power,4
2009,Mitch Hahn,Bulldogs,4
2009,Stephen Hill,Dockers,4
2009,Nathan Jones,Demons,4
2009,David Hale,Kangaroos,4
2009,Andrew Embley,Eagles,4
2009,Jared Brennan,Lions,4
2009,Kane Cornes,Power,4
2009,Jarryd Roughead,Hawks,4
2009,Jason Porplyzia,Crows,4
2009,Josh Gibson,Kangaroos,4
2009,Ryan Griffen,Bulldogs,4
2009,Nathan Bock,Crows,4
2009,Lance Franklin,Hawks,4
2009,Richard Douglas,Crows,3
2009,Andy Otten,Crows,3
2009,Daniel Motlop,Power,3
2009,Martin Mattner,Swans,3
2009,Andrew Welsh,Bombers,3
2009,Brent Reilly,Crows,3
2009,Quinten Lynch,Eagles,3
2009,Adam Cooney,Bulldogs,3
2009,Shannon Byrnes,Cats,3
2009,Robin Nahas,Tigers,3
2009,Jack Grimes,Demons,3
2009,Joel Patfull,Lions,3
2009,Barry Hall,Swans,3
2009,Jarrod Harbrow,Bulldogs,3
2009,Jack Riewoldt,Tigers,3
2009,Jacob Surjan,Power,3
2009,Chance Bateman,Hawks,3
2009,Matthew Lloyd,Bombers,3
2009,David Armitage,Saints,3
2009,Ben Rutten,Crows,3
2009,Angus Monfries,Bombers,3
2009,Matthew Scarlett,Cats,3
2009,Paul Duffield,Dockers,3
2009,Nick Maxwell,Magpies,3
2009,Luke McPharlin,Dockers,3
2009,Tom Swift,Eagles,3
2009,Darren Glass,Eagles,3
2009,Tarkyn Lockyer,Magpies,3
2009,Chad Cornes,Power,3
2009,Jed Adcock,Lions,3
2009,Jason Davenport,Power,3
2009,Darren Jolly,Swans,2
2009,Nick Stevens,Blues,2
2009,James McDonald,Demons,2
2009,Cameron Ling,Cats,2
2009,Greg Broughton,Dockers,2
2009,Lindsay Gilbee,Bulldogs,2
2009,Jordan Lewis,Hawks,2
2009,Cameron Mooney,Cats,2
2009,Daniel Merrett,Lions,2
2009,Jude Bolton,Swans,2
2009,Cyril Rioli,Hawks,2
2009,Paul Johnson,Demons,2
2009,Darren Milburn,Cats,2
2009,Chris Newman,Tigers,2
2009,Todd Goldstein,Kangaroos,2
2009,Leigh Harding,Kangaroos,2
2009,Jason Gram,Saints,2
2009,Michael Hurley,Bombers,2
2009,Scott Lucas,Bombers,2
2009,Stephen Milne,Saints,2
2009,Ashley McGrath,Lions,2
2009,Matthew Bate,Demons,2
2009,Eddie Betts,Blues,2
2009,Bret Thornton,Blues,2
2009,Bradd Dalziell,Lions,2
2009,Nathan Eagleton,Bulldogs,2
2009,Shane Tuck,Tigers,2
2009,Travis Cloke,Magpies,2
2009,Daniel Bradshaw,Lions,1
2009,David Wirrpanda,Eagles,1
2009,Matthew Kreuzer,Blues,1
2009,Michael Johnson,Dockers,1
2009,Brad Dick,Magpies,1
2009,Justin Sherman,Lions,1
2009,Brock McLean,Demons,1
2009,Kepler Bradley,Dockers,1
2009,Tim Houlihan,Eagles,1
2009,Paul Medhurst,Magpies,1
2009,Alwyn Davey,Bombers,1
2009,Ben McGlynn,Hawks,1
2009,Sam Gilbert,Saints,1
2009,Dylan Addison,Bulldogs,1
2009,Clinton Jones,Saints,1
2009,Brad Ottens,Cats,1
2009,Simon Prestigiacomo,Magpies,1
2009,Nicholas Naitanui,Eagles,1
2009,Taylor Walker,Crows,1
2009,Toby Thurstans,Power,1
2009,Christopher Mayne,Dockers,1
2009,Adam McPhee,Bombers,1
2009,Robert Murphy,Bulldogs,1
2009,Harry Taylor,Cats,1
2009,Brent Guerra,Hawks,1
2009,Matthew Rosa,Eagles,1
2009,Richard Hadley,Blues,1
2009,Ryan Hargrave,Bulldogs,1
2009,Brad Johnson,Bulldogs,1
2009,Josh Hill,Bulldogs,1
2009,Trent Cotchin,Tigers,1
2009,Luke Ball,Saints,1
2009,Josh Drummond,Lions,1
2009,Setanta O'hAilpin,Blues,1
2009,Shane Valenti,Demons,1
2009,John Anthony,Magpies,1
2009,Jarrad Waite,Blues,1
2010,Chris Judd W,Blues,30
2010,Gary Ablett,Cats,26
2010,Dane Swan,Magpies,24
2010,Scott Pendlebury,Magpies,21
2010,Joel Selwood,Cats,21
2010,Matthew Boyd,Bulldogs,20
2010,Aaron Sandilands,Dockers,20
2010,Lenny Hayes,Saints,19
2010,Jobe Watson,Bombers,16
2010,Travis Boak,Power,16
2010,Luke Hodge,Hawks,16
2010,Leigh Montagna,Saints,16
2010,Sam Mitchell,Hawks,15
2010,Scott Thompson,Crows,15
2010,Brendon Goddard,Saints,14
2010,Adam Goodes,Swans,13
2010,Matthew Priddis,Eagles,13
2010,James Podsiadly,Cats,13
2010,Brent Harvey,Kangaroos,13
2010,Jonathan Brown,Lions,12
2010,Michael Barlow,Dockers,12
2010,Andrew Swallow,Kangaroos,11
2010,Barry Hall,Bulldogs,11
2010,Alan Didak,Magpies,11
2010,Richard Douglas,Crows,10
2010,Colin Sylvia,Demons,10
2010,Jude Bolton,Swans,10
2010,Michael Rischitelli,Lions,10
2010,Kieren Jack,Swans,10
2010,Lance Franklin,Hawks,10
2010,Aaron Davey,Demons,10
2010,David Mundy,Dockers,9
2010,Daniel Hannebery,Swans,9
2010,Matthew Pavlich,Dockers,9
2010,Daniel Wells,Kangaroos,9
2010,Jimmy Bartel,Cats,9
2010,Kade Simpson,Blues,9
2010,Brian Lake,Bulldogs,8
2010,Adam Cooney,Bulldogs,8
2010,Ben McGlynn,Swans,8
2010,David Rodan,Power,8
2010,Paul Chapman,Cats,8
2010,Jarrod Harbrow,Bulldogs,8
2010,Daniel Giansiracusa,Bulldogs,8
2010,Ryan O'Keefe,Swans,8
2010,Nick Riewoldt,Saints,8
2010,Jordan Lewis,Hawks,7
2010,Steve Johnson,Cats,7
2010,Shaun Burgoyne,Hawks,7
2010,Jack Riewoldt,Tigers,7
2010,Dustin Fletcher,Bombers,7
2010,Brent Moloney,Demons,7
2010,Luke Power,Lions,7
2010,Brett Deledio,Tigers,7
2010,Jared Brennan,Lions,7
2010,Daniel Cross,Bulldogs,7
2010,Ryan Griffen,Bulldogs,7
2010,Nick Dal Santo,Saints,7
2010,Daniel Bradshaw,Swans,6
2010,Sam Gilbert,Saints,6
2010,Cyril Rioli,Hawks,6
2010,Brad Sewell,Hawks,6
2010,Heath Scotland,Blues,6
2010,Brad Green,Demons,6
2010,David Hille,Bombers,6
2010,Mark Lecras,Eagles,6
2010,Simon Goodwin,Crows,6
2010,Bryce Gibbs,Blues,6
2010,Brent Stanton,Bombers,6
2010,Hayden Ballantyne,Dockers,6
2010,Kane Cornes,Power,6
2010,Dustin Martin,Tigers,6
2010,Graham Johncock,Crows,6
2010,Jarrad McVeigh,Swans,5
2010,Mark Jamar,Demons,5
2010,Brady Rawlings,Kangaroos,5
2010,James McDonald,Demons,5
2010,Shane Mumford,Swans,5
2010,Heath Shaw,Magpies,5
2010,Jay Schulz,Power,5
2010,Marc Murphy,Blues,5
2010,Nathan Fyfe,Dockers,5
2010,Domenic Cassisi,Power,5
2010,Nick Malceski,Swans,4
2010,Jeff Garlett,Blues,4
2010,Scott Thompson,Kangaroos,4
2010,Dale Thomas,Magpies,4
2010,Travis Johnstone,Lions,4
2010,Cameron Bruce,Demons,4
2010,Kurt Tippett,Crows,4
2010,Shane Tuck,Tigers,4
2010,Tom Scully,Demons,3
2010,Darren Jolly,Magpies,3
2010,Trent Dennis-Lane,Swans,3
2010,Andrew McLeod,Crows,3
2010,Simon Black,Lions,3
2010,Jack Grimes,Demons,3
2010,Lindsay Gilbee,Bulldogs,3
2010,Danyle Pearce,Power,3
2010,Mathew Stokes,Cats,3
2010,Sharrod Wellingham,Magpies,3
2010,Clinton Jones,Saints,3
2010,Brad Ottens,Cats,3
2010,Justin Westhoff,Power,3
2010,Chris Newman,Tigers,3
2010,James Frawley,Demons,3
2010,Levi Greenwood,Kangaroos,3
2010,Stephen Hill,Dockers,3
2010,Patrick Ryder,Bombers,3
2010,Heritier Lumumba,Magpies,3
2010,Ryan Crowley,Dockers,3
2010,Harry Taylor,Cats,3
2010,Adam Schneider,Saints,3
2010,Stephen Milne,Saints,3
2010,Lindsay Thomas,Kangaroos,3
2010,Joshua Kennedy,Eagles,3
2010,Corey Enright,Cats,3
2010,Eddie Betts,Blues,3
2010,Daniel Connors,Tigers,3
2010,Lynden Dunn,Demons,3
2010,Andrew Embley,Eagles,3
2010,Ben Johnson,Magpies,3
2010,Jarrad Grant,Bulldogs,3
2010,Anthony Morabito,Dockers,3
2010,Jason Davenport,Power,3
2010,Robbie Gray,Power,3
2010,Dean Brogan,Power,2
2010,Heath Grundy,Swans,2
2010,Leon Davis,Magpies,2
2010,Beau Waters,Eagles,2
2010,James Kelly,Cats,2
2010,Bernie Vince,Crows,2
2010,Hamish McIntosh,Kangaroos,2
2010,Brent Renouf,Hawks,2
2010,Andrew Carrazzo,Blues,2
2010,Cameron Ling,Cats,2
2010,Nathan Van Berlo,Crows,2
2010,Mitch Hahn,Bulldogs,2
2010,Patrick Dangerfield,Crows,2
2010,Leigh Adams,Kangaroos,2
2010,Nicholas Naitanui,Eagles,2
2010,Ben Cousins,Tigers,2
2010,Farren Ray,Saints,2
2010,Daniel Jackson,Tigers,2
2010,Tadhg Kennelly,Swans,2
2010,Daniel Rich,Lions,2
2010,Paul Duffield,Dockers,2
2010,Liam Jurrah,Demons,2
2010,Trent Cotchin,Tigers,2
2010,Matt Thomas,Power,2
2010,Dean Cox,Eagles,2
2010,Travis Cloke,Magpies,2
2010,Michael Firrito,Kangaroos,2
2010,Dayne Beams,Magpies,2
2010,Nathan Lovett-Murray,Bombers,2
2010,Lachlan Henderson,Blues,2
2010,Matthew Kreuzer,Blues,1
2010,Chris Dawes,Magpies,1
2010,Justin Sherman,Lions,1
2010,Brent Staker,Lions,1
2010,Mitch Morton,Tigers,1
2010,Ricky Henderson,Crows,1
2010,Ricky Petterd,Demons,1
2010,Mark Seaby,Swans,1
2010,Lachlan Hansen,Kangaroos,1
2010,Travis Varcoe,Cats,1
2010,Shannon Byrnes,Cats,1
2010,Greg Broughton,Dockers,1
2010,Steele Sidebottom,Magpies,1
2010,James Gwilt,Saints,1
2010,Darren Milburn,Cats,1
2010,Taylor Walker,Crows,1
2010,Jarryd Blair,Magpies,1
2010,Jay Van Berlo,Dockers,1
2010,Jordan Russell,Blues,1
2010,Jack Ziebell,Kangaroos,1
2010,Nathan Jones,Demons,1
2010,Mitchell Clark,Lions,1
2010,Jason Gram,Saints,1
2010,Brent Guerra,Hawks,1
2010,Josh Fraser,Magpies,1
2010,Brent Prismall,Bombers,1
2010,Brett Kirk,Swans,1
2010,Joel Macdonald,Demons,1
2010,Angus Monfries,Bombers,1
2010,Ashley McGrath,Lions,1
2010,Heath Hocking,Bombers,1
2010,Andrew Mackie,Cats,1
2010,Lewis Roberts-Thomson,Swans,1
2010,Troy Chaplin,Power,1
2010,Ivan Maric,Crows,1
2010,Luke Ball,Magpies,1
2010,Rhys Palmer,Dockers,1
2010,Shaun Higgins,Bulldogs,1
2010,Setanta O'hAilpin,Blues,1
2010,Jarrad Waite,Blues,1
2010,Leigh Brown,Magpies,1
